pseudo_id,sample_ratio_tier,label,spatial_block_id,spatial_block_name,latitude,longitude,min_distance_to_landslide_m,elevation,slope,aspect,plan_curvature,profile_curvature,twi,spi,landcover_code,landcover_name,ndvi_mean,soil_clay_fraction,soil_sand_fraction,soil_bulk_density,soil_ph,lithology_major,lithology_code,distance_to_roads,distance_to_streams,event_date,event_year,temporal_quality,rainfall_event_day,ari_3,ari_7,ari_15,ari_30,max_1day_7d,max_3day_30d,rainy_days_7d,rainy_days_15d,rainy_days_30d
NEG_0011,1:1,0,1,Garo Hills Block,25.268182,90.654764,3584.2,56.99,27.82,101.40,0.000346,-0.002789,5.1651,44.0653,10,Tree cover,0.792,27.2,53.0,1.42,5.1,Mixed Sedimentary,SM,160.6,1363.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0012,1:1,0,2,West Khasi Block,25.065765,91.374152,13641.1,819.77,32.49,214.74,0.004549,-0.000125,4.1525,28.1622,10,Tree cover,0.820,29.5,50.6,1.44,4.8,Siliciclastic Sedimentary,SS,60.0,431.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0013,1:1,0,4,Ri-Bhoi Block,25.731209,92.402003,14211.3,1042.56,26.00,342.35,-0.001892,-0.001829,4.8024,49.0232,10,Tree cover,0.695,28.1,39.8,1.28,4.6,Metamorphic,MT,44.0,5102.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0014,1:1,0,2,West Khasi Block,25.326482,91.526096,4219.8,1293.44,15.68,117.74,-0.002367,-0.000345,6.1190,36.8078,10,Tree cover,0.759,25.9,51.7,1.32,4.7,Plutonic Acidic,PA,169.8,1493.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0015,1:1,0,2,West Khasi Block,25.256145,91.581326,1378.0,1210.55,32.06,87.63,-0.000218,0.001902,4.8127,44.7917,60,Bare / sparse vegetation,0.400,27.7,44.1,1.42,5.2,Siliciclastic Sedimentary,SS,15.9,627.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0016,1:1,0,2,West Khasi Block,25.387621,91.580556,2965.4,1451.72,25.66,86.79,-0.000337,-0.001941,5.1707,42.5201,10,Tree cover,0.721,34.2,44.4,1.37,4.7,Metamorphic,MT,25.6,1582.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0017,1:1,0,4,Ri-Bhoi Block,25.895137,91.890752,3416.3,1328.84,33.82,89.51,-0.000753,0.002031,4.6839,19.3589,10,Tree cover,0.793,33.4,39.4,1.32,4.6,Metamorphic,MT,26.2,5693.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0018,1:1,0,2,West Khasi Block,25.065648,91.005785,14408.6,485.86,23.85,310.81,-0.004013,0.000188,4.8433,25.4833,60,Bare / sparse vegetation,0.193,29.5,44.8,1.44,5.3,Siliciclastic Sedimentary,SS,11.8,143.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0019,1:1,0,2,West Khasi Block,25.119495,91.116844,9010.9,601.56,24.30,352.43,0.001568,0.000747,5.0032,18.3262,10,Tree cover,0.830,30.3,49.1,1.44,5.1,Siliciclastic Sedimentary,SS,148.2,400.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0020,1:1,0,3,East Khasi Block,25.612027,91.799471,3449.3,1704.04,23.45,308.62,0.000147,-0.002499,4.7253,29.4762,10,Tree cover,0.824,27.5,38.1,1.30,4.3,Metamorphic,MT,210.1,1631.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0021,1:1,0,5,Jaintia Hills Block,25.103502,92.074840,8073.7,1127.34,19.62,196.62,0.002032,-0.001772,5.3151,19.2649,10,Tree cover,0.828,37.3,24.5,1.31,5.8,Carbonate Sedimentary,SC,59.7,1001.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0022,1:1,0,1,Garo Hills Block,25.656703,90.802005,2421.6,260.98,33.63,220.98,-0.000627,-0.002504,3.9639,48.3683,10,Tree cover,0.662,28.4,48.2,1.32,5.4,Mixed Sedimentary,SM,80.0,2331.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0023,1:1,0,4,Ri-Bhoi Block,25.699173,91.298090,9423.6,1070.60,26.16,239.53,-0.000425,0.000071,4.6752,48.3754,60,Bare / sparse vegetation,0.339,27.5,43.2,1.28,4.8,Metamorphic,MT,10.7,4366.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0024,1:1,0,3,East Khasi Block,25.548537,91.704085,2847.3,1666.15,17.97,318.30,-0.002988,-0.001169,5.2223,18.7279,10,Tree cover,0.652,28.9,39.8,1.32,4.4,Metamorphic,MT,219.2,1674.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0025,1:1,0,4,Ri-Bhoi Block,25.705965,91.347059,10770.1,1064.64,29.87,215.16,-0.004740,0.000149,4.4010,53.2726,10,Tree cover,0.682,27.6,45.0,1.28,5.0,Metamorphic,MT,128.3,8603.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0026,1:1,0,3,East Khasi Block,25.249184,91.603103,2112.1,1223.84,34.64,74.55,-0.001131,0.000418,4.5962,44.7727,10,Tree cover,0.802,27.9,44.2,1.43,5.2,Siliciclastic Sedimentary,SS,124.3,1113.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0027,1:1,0,4,Ri-Bhoi Block,25.920591,91.875278,836.6,1335.08,29.18,80.78,-0.003481,0.000733,5.0655,18.0135,10,Tree cover,0.805,34.1,39.0,1.33,4.6,Metamorphic,MT,163.4,6207.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0028,1:1,0,1,Garo Hills Block,25.141708,90.680556,9039.8,66.88,15.70,168.51,0.000386,0.002743,5.7798,18.0968,10,Tree cover,0.830,30.3,52.6,1.44,5.1,Mixed Sedimentary,SM,17.4,890.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0029,1:1,0,5,Jaintia Hills Block,25.182157,92.088765,1205.9,1307.22,24.57,152.74,-0.003979,-0.000531,5.2241,22.3728,10,Tree cover,0.825,40.5,24.7,1.33,5.8,Carbonate Sedimentary,SC,57.3,324.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0030,1:1,0,3,East Khasi Block,25.402734,91.873748,622.3,1705.20,31.01,67.46,-0.002121,0.000892,4.6902,43.7229,10,Tree cover,0.774,33.8,38.9,1.37,4.3,Metamorphic,MT,103.1,2946.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0031,1:1,0,1,Garo Hills Block,25.035193,90.830263,27376.8,156.20,35.58,221.75,0.002640,0.001320,3.8224,39.1340,10,Tree cover,0.768,28.6,46.9,1.43,5.4,Mixed Sedimentary,SM,218.8,166.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0032,1:1,0,2,West Khasi Block,25.215729,91.227106,1087.2,759.64,24.91,64.38,0.004348,-0.000171,5.3023,29.3498,10,Tree cover,0.815,29.0,52.8,1.43,4.9,Siliciclastic Sedimentary,SS,179.1,403.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0033,1:1,0,2,West Khasi Block,25.076289,91.266838,14255.8,841.87,21.96,266.18,-0.003166,-0.000366,5.0292,23.0192,10,Tree cover,0.823,29.7,53.1,1.44,4.8,Siliciclastic Sedimentary,SS,31.8,490.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0034,1:1,0,1,Garo Hills Block,25.552037,90.415276,4627.4,67.97,15.79,313.03,-0.000026,-0.001473,5.3896,18.8449,10,Tree cover,0.652,24.5,46.0,1.33,4.8,Mixed Sedimentary,SM,25.2,599.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0035,1:1,0,4,Ri-Bhoi Block,25.891629,92.121077,4320.3,1269.88,32.86,127.82,-0.000594,0.000706,4.7572,19.7471,10,Tree cover,0.791,33.3,46.7,1.32,5.1,Metamorphic,MT,103.8,3989.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0036,1:1,0,3,East Khasi Block,25.433747,91.604965,2067.0,1450.80,34.68,25.75,-0.004710,-0.000094,4.2781,36.6541,10,Tree cover,0.694,32.9,43.5,1.36,4.6,Metamorphic,MT,139.3,1032.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0037,1:1,0,4,Ri-Bhoi Block,25.943211,92.705724,17152.5,535.31,24.76,134.71,0.003250,0.000357,5.4067,19.1794,10,Tree cover,0.814,34.6,43.6,1.34,4.9,Metamorphic,MT,59.5,1407.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0038,1:1,0,2,West Khasi Block,25.097347,91.187227,11933.7,694.20,20.25,333.30,-0.001701,0.001707,5.2414,19.8968,10,Tree cover,0.827,30.1,51.9,1.44,4.9,Siliciclastic Sedimentary,SS,38.8,106.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0039,1:1,0,4,Ri-Bhoi Block,25.940833,92.301186,14653.4,1033.22,16.63,50.06,-0.000146,-0.000649,6.0593,18.6506,10,Tree cover,0.813,34.5,43.5,1.34,4.9,Metamorphic,MT,77.4,5954.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0040,1:1,0,1,Garo Hills Block,25.480905,90.699928,553.9,180.75,23.40,208.87,0.002455,-0.001506,4.9946,21.4161,10,Tree cover,0.671,22.7,52.2,1.35,5.2,Mixed Sedimentary,SM,37.8,1042.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0041,1:1,0,3,East Khasi Block,25.359522,91.858169,2139.9,1647.26,23.27,66.84,0.002876,-0.000123,5.4451,44.3014,10,Tree cover,0.738,34.8,38.6,1.38,4.3,Metamorphic,MT,137.8,3806.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0042,1:1,0,1,Garo Hills Block,25.867126,90.977803,7627.8,450.33,26.00,72.03,-0.002347,0.000180,5.2691,22.9142,10,Tree cover,0.777,28.3,44.3,1.36,5.3,Mixed Sedimentary,SM,30.5,1539.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0043,1:1,0,5,Jaintia Hills Block,25.239687,92.814086,14277.7,406.00,26.04,102.75,-0.000636,0.002569,5.2676,35.8095,10,Tree cover,0.806,28.3,44.2,1.43,5.3,Siliciclastic Sedimentary,SS,108.8,511.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0044,1:1,0,2,West Khasi Block,25.241032,91.253857,4428.9,803.34,26.37,83.93,0.001794,0.001423,5.2437,36.3716,10,Tree cover,0.805,28.2,53.1,1.43,4.8,Siliciclastic Sedimentary,SS,116.2,1343.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0045,1:1,0,1,Garo Hills Block,25.948934,89.800536,45092.6,25.00,25.20,47.21,-0.001693,-0.000044,5.3652,19.7985,10,Tree cover,0.816,25.2,46.5,1.39,5.2,Mixed Sedimentary,SM,65.8,8.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0046,1:1,0,2,West Khasi Block,25.026469,91.069651,18569.7,445.53,34.19,316.91,0.001424,0.002101,3.9153,41.1644,60,Bare / sparse vegetation,0.165,28.3,47.0,1.43,5.2,Siliciclastic Sedimentary,SS,7.1,112.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0047,1:1,0,2,West Khasi Block,25.022281,91.384823,18327.1,785.13,35.51,223.61,0.001439,-0.001758,3.8019,43.4671,10,Tree cover,0.764,28.2,50.2,1.43,4.8,Siliciclastic Sedimentary,SS,30.1,692.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0048,1:1,0,2,West Khasi Block,25.301754,91.362145,2153.4,1038.05,27.85,130.08,0.004389,-0.000162,5.1692,49.8470,10,Tree cover,0.774,25.9,51.1,1.41,4.8,Siliciclastic Sedimentary,SS,49.5,2702.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0049,1:1,0,3,East Khasi Block,25.312469,91.651196,1727.1,1391.81,25.58,55.39,0.002391,-0.000569,5.3434,48.1564,10,Tree cover,0.768,25.5,45.3,1.41,5.3,Siliciclastic Sedimentary,SS,72.1,668.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0050,1:1,0,4,Ri-Bhoi Block,25.667501,91.879046,1096.4,1764.15,35.44,278.83,-0.003203,0.000948,3.8428,52.9979,10,Tree cover,0.770,27.2,39.1,1.28,4.3,Metamorphic,MT,48.6,1915.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0051,1:1,0,3,East Khasi Block,25.601352,91.805373,3297.3,1723.86,22.14,307.22,0.000750,-0.001938,4.8289,26.6516,10,Tree cover,0.821,27.7,38.1,1.30,4.3,Metamorphic,MT,121.0,1174.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0052,1:1,0,3,East Khasi Block,25.326520,91.740996,3240.6,1425.09,15.20,43.09,-0.004891,-0.000064,6.1574,36.2323,10,Tree cover,0.759,35.1,38.8,1.38,4.3,Metamorphic,MT,116.6,1291.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0053,1:1,0,1,Garo Hills Block,25.850239,90.527087,10993.3,90.98,31.54,41.44,-0.001320,-0.001731,4.7881,28.1116,10,Tree cover,0.767,28.8,50.7,1.36,4.9,Mixed Sedimentary,SM,210.0,2407.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0054,1:1,0,1,Garo Hills Block,26.043826,89.815142,53833.4,25.00,33.07,18.16,0.002308,0.001607,4.4779,46.2970,10,Tree cover,0.830,22.7,47.1,1.42,5.2,Mixed Sedimentary,SM,87.2,472.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0055,1:1,0,3,East Khasi Block,25.118745,91.766169,7751.5,1206.63,14.56,351.65,-0.001205,-0.002005,5.7794,18.2181,10,Tree cover,0.830,30.3,50.0,1.44,5.4,Siliciclastic Sedimentary,SS,46.0,72.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0056,1:1,0,4,Ri-Bhoi Block,25.828957,92.486934,24371.4,849.18,26.94,62.73,-0.004956,0.000015,5.0960,31.8463,10,Tree cover,0.754,31.1,38.1,1.30,4.5,Metamorphic,MT,93.9,2730.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0057,1:1,0,2,West Khasi Block,25.608568,91.270773,3987.0,1000.85,22.37,265.71,-0.001749,-0.001943,4.8108,28.2218,10,Tree cover,0.652,27.6,42.1,1.30,4.8,Metamorphic,MT,69.3,1150.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0058,1:1,0,5,Jaintia Hills Block,25.554097,92.047496,2471.9,1686.83,14.89,221.29,-0.000131,0.001336,5.4575,18.9227,10,Tree cover,0.652,28.8,45.0,1.32,4.7,Metamorphic,MT,324.8,2413.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0059,1:1,0,4,Ri-Bhoi Block,25.983483,92.089860,3246.1,1120.00,19.68,139.09,-0.002835,0.001159,5.7432,23.8866,10,Tree cover,0.825,35.1,46.2,1.35,5.1,Metamorphic,MT,100.0,2182.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0060,1:1,0,2,West Khasi Block,25.197596,91.281670,4811.2,801.49,24.80,106.86,0.001596,0.000144,5.2576,25.3177,10,Tree cover,0.821,29.5,53.0,1.44,4.8,Siliciclastic Sedimentary,SS,255.9,1057.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0061,1:1,0,3,East Khasi Block,25.118113,91.788210,8257.8,1220.17,15.62,350.37,-0.000404,-0.002729,5.6921,18.2555,10,Tree cover,0.830,30.3,50.9,1.44,5.4,Siliciclastic Sedimentary,SS,181.0,198.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0062,1:1,0,2,West Khasi Block,25.331561,91.597117,1542.3,1407.81,22.84,77.92,0.004628,-0.000221,5.5385,45.3973,10,Tree cover,0.756,35.1,43.8,1.38,4.6,Metamorphic,MT,120.1,165.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0063,1:1,0,4,Ri-Bhoi Block,25.952407,92.141098,8656.2,1193.19,24.65,122.60,-0.003683,-0.000144,5.4047,20.1679,60,Bare / sparse vegetation,0.232,34.8,46.9,1.34,5.1,Metamorphic,MT,17.8,1332.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0064,1:1,0,4,Ri-Bhoi Block,26.029175,91.512778,5996.5,1023.37,21.41,143.59,-0.001505,0.001847,5.4649,33.4708,10,Tree cover,0.830,35.1,46.3,1.37,5.1,Metamorphic,MT,79.0,1998.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0065,1:1,0,1,Garo Hills Block,25.774984,90.420211,2591.1,54.48,15.88,9.40,-0.000220,-0.002796,5.7851,33.8084,10,Tree cover,0.721,30.3,46.1,1.33,4.8,Mixed Sedimentary,SM,126.0,4901.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0066,1:1,0,5,Jaintia Hills Block,25.057629,92.136268,9551.1,1088.19,33.37,226.83,0.003881,-0.000526,4.0574,30.8004,10,Tree cover,0.818,29.3,45.1,1.43,4.9,Siliciclastic Sedimentary,SS,102.1,761.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0067,1:1,0,2,West Khasi Block,25.521434,91.531016,687.7,1309.01,17.71,236.58,-0.000528,0.002673,5.3119,18.0218,10,Tree cover,0.658,29.8,45.9,1.33,5.0,Metamorphic,MT,52.3,86.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0068,1:1,0,5,Jaintia Hills Block,25.615374,92.080954,3517.3,1538.82,26.18,226.33,0.001733,-0.001820,4.5082,31.6427,10,Tree cover,0.653,27.5,46.0,1.30,4.8,Metamorphic,MT,97.0,1065.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0069,1:1,0,1,Garo Hills Block,25.389104,90.289777,14182.5,108.30,27.70,119.19,-0.000006,-0.002976,5.0025,44.1491,10,Tree cover,0.720,23.1,44.3,1.38,4.9,Mixed Sedimentary,SM,37.1,1614.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0070,1:1,0,5,Jaintia Hills Block,25.369596,92.071939,2913.4,1405.29,19.04,144.33,0.000973,-0.002344,5.7561,38.5317,10,Tree cover,0.732,34.6,45.8,1.38,4.8,Metamorphic,MT,64.9,438.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0071,1:1,0,4,Ri-Bhoi Block,25.824862,91.133173,890.7,805.65,31.01,31.71,0.003904,0.000045,4.7574,35.1497,10,Tree cover,0.752,31.0,38.2,1.30,4.5,Metamorphic,MT,93.8,1905.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0072,1:1,0,3,East Khasi Block,25.623185,91.825995,548.5,1730.82,28.25,301.85,0.000987,-0.002158,4.3474,34.8334,10,Tree cover,0.809,27.4,38.2,1.29,4.3,Metamorphic,MT,36.7,3164.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0073,1:1,0,3,East Khasi Block,25.568567,91.872003,824.7,1770.59,24.22,281.72,0.004759,-0.000087,4.6872,21.3245,60,Bare / sparse vegetation,0.176,21.8,61.1,1.30,4.6,Plutonic Acidic,PA,8.0,1667.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0074,1:1,0,4,Ri-Bhoi Block,25.677921,91.854181,3261.4,1729.34,32.90,296.31,-0.004321,-0.000218,4.0725,52.8138,10,Tree cover,0.789,27.3,38.5,1.28,4.3,Metamorphic,MT,154.5,3973.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0075,1:1,0,5,Jaintia Hills Block,25.511247,92.735563,19636.9,682.70,23.71,215.75,-0.000188,-0.000318,4.8632,18.3652,10,Tree cover,0.661,30.2,44.7,1.34,5.0,Metamorphic,MT,91.0,3002.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0076,1:1,0,3,East Khasi Block,25.115857,91.601448,7591.0,1152.82,23.64,324.77,0.002014,-0.000503,5.0416,18.5145,10,Tree cover,0.829,30.2,44.2,1.44,5.2,Siliciclastic Sedimentary,SS,56.6,324.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0077,1:1,0,4,Ri-Bhoi Block,25.810736,91.884900,984.4,1414.31,29.45,82.02,0.003856,-0.000562,4.8346,38.2696,10,Tree cover,0.743,30.5,39.2,1.29,4.3,Metamorphic,MT,119.2,5987.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0078,1:1,0,1,Garo Hills Block,25.260382,90.641739,2380.0,25.00,30.39,94.06,0.000143,-0.002446,4.9516,44.5157,10,Tree cover,0.796,27.5,53.1,1.42,5.1,Mixed Sedimentary,SM,54.0,932.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0079,1:1,0,1,Garo Hills Block,25.766989,90.415958,3513.2,48.28,15.82,4.16,-0.000017,-0.002966,5.7581,34.6082,10,Tree cover,0.716,30.3,46.0,1.33,4.8,Mixed Sedimentary,SM,28.7,5828.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0080,1:1,0,3,East Khasi Block,25.268370,91.736742,1569.6,1442.96,24.40,44.34,-0.001231,0.000162,5.4388,40.8974,10,Tree cover,0.792,27.2,48.7,1.42,5.1,Siliciclastic Sedimentary,SS,73.7,535.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
