pseudo_id,sample_ratio_tier,label,spatial_block_id,spatial_block_name,latitude,longitude,min_distance_to_landslide_m,elevation,slope,aspect,plan_curvature,profile_curvature,twi,spi,landcover_code,landcover_name,ndvi_mean,soil_clay_fraction,soil_sand_fraction,soil_bulk_density,soil_ph,lithology_major,lithology_code,distance_to_roads,distance_to_streams,event_date,event_year,temporal_quality,rainfall_event_day,ari_3,ari_7,ari_15,ari_30,max_1day_7d,max_3day_30d,rainy_days_7d,rainy_days_15d,rainy_days_30d
NEG_0047,1:1,0,2,West Khasi Block,25.022281,91.384823,18262.1,785.13,35.51,223.61,0.001439,-0.001758,3.8019,43.4671,10,Tree cover,0.764,28.2,50.2,1.43,4.8,Siliciclastic Sedimentary,SS,30.0,689.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0048,1:1,0,2,West Khasi Block,25.301754,91.362145,2145.8,1038.05,27.85,130.08,0.004389,-0.000162,5.1692,49.8470,10,Tree cover,0.774,25.9,51.1,1.41,4.8,Siliciclastic Sedimentary,SS,49.3,2692.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0049,1:1,0,3,East Khasi Block,25.312469,91.651196,1722.3,1391.81,25.58,55.39,0.002391,-0.000569,5.3434,48.1564,10,Tree cover,0.768,25.5,45.3,1.41,5.3,Siliciclastic Sedimentary,SS,72.0,666.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0050,1:1,0,4,Ri-Bhoi Block,25.667501,91.879046,1095.7,1764.15,35.44,278.83,-0.003203,0.000948,3.8428,52.9979,10,Tree cover,0.770,27.2,39.1,1.28,4.3,Metamorphic,MT,48.4,1913.1,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0051,1:1,0,3,East Khasi Block,25.601352,91.805373,3298.8,1723.86,22.14,307.22,0.000750,-0.001938,4.8289,26.6516,10,Tree cover,0.821,27.7,38.1,1.30,4.3,Metamorphic,MT,120.9,1171.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0052,1:1,0,3,East Khasi Block,25.326520,91.740996,3231.1,1425.09,15.20,43.09,-0.004891,-0.000064,6.1574,36.2323,10,Tree cover,0.759,35.1,38.8,1.38,4.3,Metamorphic,MT,116.4,1289.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0053,1:1,0,1,Garo Hills Block,25.850239,90.527087,11005.5,90.98,31.54,41.44,-0.001320,-0.001731,4.7881,28.1116,10,Tree cover,0.767,28.8,50.7,1.36,4.9,Mixed Sedimentary,SM,209.6,2401.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0054,1:1,0,1,Garo Hills Block,26.043826,89.815142,53706.2,25.00,33.07,18.16,0.002308,0.001607,4.4779,46.2970,10,Tree cover,0.830,22.7,47.1,1.42,5.2,Mixed Sedimentary,SM,87.4,475.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0055,1:1,0,3,East Khasi Block,25.118745,91.766169,7724.1,1206.63,14.56,351.65,-0.001205,-0.002005,5.7794,18.2181,10,Tree cover,0.830,30.3,50.0,1.44,5.4,Siliciclastic Sedimentary,SS,45.9,72.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0056,1:1,0,4,Ri-Bhoi Block,25.828957,92.486934,24288.0,849.18,26.94,62.73,-0.004956,0.000015,5.0960,31.8463,10,Tree cover,0.754,31.1,38.1,1.30,4.5,Metamorphic,MT,94.0,2736.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0057,1:1,0,2,West Khasi Block,25.608568,91.270773,3994.7,1000.85,22.37,265.71,-0.001749,-0.001943,4.8108,28.2218,10,Tree cover,0.652,27.6,42.1,1.30,4.8,Metamorphic,MT,69.4,1152.3,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0058,1:1,0,5,Jaintia Hills Block,25.554097,92.047496,2465.8,1686.83,14.89,221.29,-0.000131,0.001336,5.4575,18.9227,10,Tree cover,0.652,28.8,45.0,1.32,4.7,Metamorphic,MT,325.1,2405.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0059,1:1,0,4,Ri-Bhoi Block,25.983483,92.089860,3263.1,1120.00,19.68,139.09,-0.002835,0.001159,5.7432,23.8866,10,Tree cover,0.825,35.1,46.2,1.35,5.1,Metamorphic,MT,100.1,2191.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0060,1:1,0,2,West Khasi Block,25.197596,91.281670,4804.7,801.49,24.80,106.86,0.001596,0.000144,5.2576,25.3177,10,Tree cover,0.821,29.5,53.0,1.44,4.8,Siliciclastic Sedimentary,SS,255.4,1055.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0061,1:1,0,3,East Khasi Block,25.118113,91.788210,8230.1,1220.17,15.62,350.37,-0.000404,-0.002729,5.6921,18.2555,10,Tree cover,0.830,30.3,50.9,1.44,5.4,Siliciclastic Sedimentary,SS,180.4,198.4,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0062,1:1,0,2,West Khasi Block,25.331561,91.597117,1537.1,1407.81,22.84,77.92,0.004628,-0.000221,5.5385,45.3973,10,Tree cover,0.756,35.1,43.8,1.38,4.6,Metamorphic,MT,119.7,164.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0063,1:1,0,4,Ri-Bhoi Block,25.952407,92.141098,8696.2,1193.19,24.65,122.60,-0.003683,-0.000144,5.4047,20.1679,60,Bare / sparse vegetation,0.232,34.8,46.9,1.34,5.1,Metamorphic,MT,17.8,1335.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0064,1:1,0,4,Ri-Bhoi Block,26.029175,91.512778,6024.3,1023.37,21.41,143.59,-0.001505,0.001847,5.4649,33.4708,10,Tree cover,0.830,35.1,46.3,1.37,5.1,Metamorphic,MT,79.4,2007.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0065,1:1,0,1,Garo Hills Block,25.774984,90.420211,2592.7,54.48,15.88,9.40,-0.000220,-0.002796,5.7851,33.8084,10,Tree cover,0.721,30.3,46.1,1.33,4.8,Mixed Sedimentary,SM,125.9,4884.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0066,1:1,0,5,Jaintia Hills Block,25.057629,92.136268,9517.2,1088.19,33.37,226.83,0.003881,-0.000526,4.0574,30.8004,10,Tree cover,0.818,29.3,45.1,1.43,4.9,Siliciclastic Sedimentary,SS,101.8,758.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0067,1:1,0,2,West Khasi Block,25.521434,91.531016,688.5,1309.01,17.71,236.58,-0.000528,0.002673,5.3119,18.0218,10,Tree cover,0.658,29.8,45.9,1.33,5.0,Metamorphic,MT,52.3,86.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0068,1:1,0,5,Jaintia Hills Block,25.615374,92.080954,3506.4,1538.82,26.18,226.33,0.001733,-0.001820,4.5082,31.6427,10,Tree cover,0.653,27.5,46.0,1.30,4.8,Metamorphic,MT,97.2,1065.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0069,1:1,0,1,Garo Hills Block,25.389104,90.289777,14146.9,108.30,27.70,119.19,-0.000006,-0.002976,5.0025,44.1491,10,Tree cover,0.720,23.1,44.3,1.38,4.9,Mixed Sedimentary,SM,37.0,1614.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0070,1:1,0,5,Jaintia Hills Block,25.369596,92.071939,2903.1,1405.29,19.04,144.33,0.000973,-0.002344,5.7561,38.5317,10,Tree cover,0.732,34.6,45.8,1.38,4.8,Metamorphic,MT,64.7,436.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0071,1:1,0,4,Ri-Bhoi Block,25.824862,91.133173,891.5,805.65,31.01,31.71,0.003904,0.000045,4.7574,35.1497,10,Tree cover,0.752,31.0,38.2,1.30,4.5,Metamorphic,MT,93.7,1905.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0072,1:1,0,3,East Khasi Block,25.623185,91.825995,548.1,1730.82,28.25,301.85,0.000987,-0.002158,4.3474,34.8334,10,Tree cover,0.809,27.4,38.2,1.29,4.3,Metamorphic,MT,36.6,3165.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0073,1:1,0,3,East Khasi Block,25.568567,91.872003,822.6,1770.59,24.22,281.72,0.004759,-0.000087,4.6872,21.3245,60,Bare / sparse vegetation,0.176,21.8,61.1,1.30,4.6,Plutonic Acidic,PA,8.1,1663.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0074,1:1,0,4,Ri-Bhoi Block,25.677921,91.854181,3269.8,1729.34,32.90,296.31,-0.004321,-0.000218,4.0725,52.8138,10,Tree cover,0.789,27.3,38.5,1.28,4.3,Metamorphic,MT,154.4,3959.6,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0075,1:1,0,5,Jaintia Hills Block,25.511247,92.735563,19601.5,682.70,23.71,215.75,-0.000188,-0.000318,4.8632,18.3652,10,Tree cover,0.661,30.2,44.7,1.34,5.0,Metamorphic,MT,90.7,3000.5,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0076,1:1,0,3,East Khasi Block,25.115857,91.601448,7564.8,1152.82,23.64,324.77,0.002014,-0.000503,5.0416,18.5145,10,Tree cover,0.829,30.2,44.2,1.44,5.2,Siliciclastic Sedimentary,SS,56.5,323.8,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0077,1:1,0,4,Ri-Bhoi Block,25.810736,91.884900,987.8,1414.31,29.45,82.02,0.003856,-0.000562,4.8346,38.2696,10,Tree cover,0.743,30.5,39.2,1.29,4.3,Metamorphic,MT,118.8,5980.7,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0078,1:1,0,1,Garo Hills Block,25.260382,90.641739,2371.6,25.00,30.39,94.06,0.000143,-0.002446,4.9516,44.5157,10,Tree cover,0.796,27.5,53.1,1.42,5.1,Mixed Sedimentary,SM,53.9,931.0,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0079,1:1,0,1,Garo Hills Block,25.766989,90.415958,3512.3,48.28,15.82,4.16,-0.000017,-0.002966,5.7581,34.6082,10,Tree cover,0.716,30.3,46.0,1.33,4.8,Mixed Sedimentary,SM,28.8,5808.9,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEG_0080,1:1,0,3,East Khasi Block,25.268370,91.736742,1564.1,1442.96,24.40,44.34,-0.001231,0.000162,5.4388,40.8974,10,Tree cover,0.792,27.2,48.7,1.42,5.1,Siliciclastic Sedimentary,SS,73.6,535.2,NA,NA,NO_EVENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
